[INFO][2023-02-27T13:13:02.309][log.go:58] _com_request_in||method=POST||body={\"username\":\"admin\",\"password\":\"123456\"}||from=127.0.0.1||traceid=a9fef1f163fc3bde2b2c2958e1dc23b0||uri=/admin_login/login||args=map[]||cspanid=||spanid=ca02ca2f41c9c070
[INFO][2023-02-27T13:13:02.309][log.go:58] _com_request_out||args=map[]||response={\"errno\":2001,\"errmsg\":\"get pool error\",\"data\":\"\",\"trace_id\":\"a9fef1f163fc3bde2b2c2958e1dc23b0\",\"stack\":\"get pool error\"}||cspanid=||uri=/admin_login/login||from=127.0.0.1||proc_time=0.0005367||traceid=a9fef1f163fc3bde2b2c2958e1dc23b0||spanid=ca02ca2f41c9c070||method=POST
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||affected_row=1||traceid=a9fef1f163fc3ca3cee82ccc5e5e14b0||cspanid=||source=F:/projects/go_gateway/dao/service_load_balance.go:39||current_time=2023-02-27 13:16:19||proc_time=0.001234s||level=sql||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '61')||spanid=ca02cd5234a966eb
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||cspanid=||level=sql||proc_time=0.000648s||affected_row=1||spanid=ca02cd5236e0e715||source=F:/projects/go_gateway/dao/service_http_rule.go:27||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '60')||traceid=a9fef1f163fc3ca3a1a82ccce5723fb0
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000000s||traceid=a9fef1f163fc3ca384202ccc5b18e1b0||cspanid=||spanid=ca02cd52763cb718||level=sql||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '60')||affected_row=0||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22||proc_time=0.001007s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '60')||traceid=a9fef1f163fc3ca384202ccc37c1acb0||cspanid=||spanid=ca02cd525686bb16||level=sql||current_time=2023-02-27 13:16:19||affected_row=0
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||source=F:/projects/go_gateway/dao/service_access_control.go:26||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '60')||affected_row=1||cspanid=||current_time=2023-02-27 13:16:19||proc_time=0.000000s||traceid=a9fef1f163fc3ca3e1542cccd02ec7b0||spanid=ca02cd52690839c5
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '60')||current_time=2023-02-27 13:16:19||proc_time=0.000991s||affected_row=1||traceid=a9fef1f163fc3ca3e1542ccc94feb1b0||cspanid=||spanid=ca02cd5272cbb8cf||level=sql||source=F:/projects/go_gateway/dao/service_load_balance.go:39
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000000s||affected_row=1||traceid=a9fef1f163fc3ca301fc2cccf930b9b0||spanid=ca02cd520148423a||level=sql||source=F:/projects/go_gateway/dao/service_http_rule.go:27||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '59')||cspanid=
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '59')||traceid=a9fef1f163fc3ca301fc2cccc6e668b0||level=sql||current_time=2023-02-27 13:16:19||proc_time=0.000997s||affected_row=0||cspanid=||spanid=ca02cd5224574717
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000493s||affected_row=0||traceid=a9fef1f163fc3ca33a142ccc845db6b0||spanid=ca02cd5274b04a43||level=sql||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '59')||cspanid=
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '59')||affected_row=1||cspanid=||spanid=ca02cd527f8aa588||source=F:/projects/go_gateway/dao/service_access_control.go:26||current_time=2023-02-27 13:16:19||proc_time=0.000000s||traceid=a9fef1f163fc3ca3bf782ccce609f5b0
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||source=F:/projects/go_gateway/dao/service_load_balance.go:39||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '59')||spanid=ca02cd521232094e||current_time=2023-02-27 13:16:19||affected_row=1||traceid=a9fef1f163fc3ca3bf782cccaf0d4bb0||cspanid=
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000000s||traceid=a9fef1f163fc3ca3008c2ccc039a8db0||cspanid=||spanid=ca02cd520bf8b530||level=sql||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '58')||affected_row=0||source=F:/projects/go_gateway/dao/service_http_rule.go:27
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||affected_row=0||level=sql||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21||current_time=2023-02-27 13:16:19||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '58')||traceid=a9fef1f163fc3ca3008c2cccfcc333b0||cspanid=||spanid=ca02cd5239556a5f
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '58')||affected_row=1||level=sql||proc_time=0.000998s||traceid=a9fef1f163fc3ca3008c2ccc3362a2b0||cspanid=||spanid=ca02cd5239bd5cb8
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||affected_row=1||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '58')||traceid=a9fef1f163fc3ca33c282ccc13767bb0||cspanid=||spanid=ca02cd524e0cbba7||source=F:/projects/go_gateway/dao/service_access_control.go:26||current_time=2023-02-27 13:16:19||proc_time=0.000000s
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||current_time=2023-02-27 13:16:19||proc_time=0.000640s||cspanid=||source=F:/projects/go_gateway/dao/service_load_balance.go:39||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '58')||affected_row=1||traceid=a9fef1f163fc3ca33c282ccc2e6b55b0||spanid=ca02cd526748f1c8||level=sql
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||cspanid=||source=F:/projects/go_gateway/dao/service_http_rule.go:27||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '57')||traceid=a9fef1f163fc3ca3ff602cccd1613db0||spanid=ca02cd5222101d0a||level=sql||proc_time=0.000000s||affected_row=0
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||traceid=a9fef1f163fc3ca3ff602cccbb7accb0||cspanid=||current_time=2023-02-27 13:16:19||proc_time=0.001001s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '57')||affected_row=1||level=sql||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21||spanid=ca02cd527d54c133
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||current_time=2023-02-27 13:16:19||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '57')||traceid=a9fef1f163fc3ca345ec2ccc738625b0||spanid=ca02cd5277e32691||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22||affected_row=0||cspanid=
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||cspanid=||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '57')||source=F:/projects/go_gateway/dao/service_access_control.go:26||current_time=2023-02-27 13:16:19||proc_time=0.000998s||affected_row=1||traceid=a9fef1f163fc3ca345ec2cccee283db0||spanid=ca02cd5205a8f63d||level=sql
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '57')||affected_row=1||cspanid=||spanid=ca02cd522ec73af3||level=sql||current_time=2023-02-27 13:16:19||traceid=a9fef1f163fc3ca37f302ccc2c9ee1b0||source=F:/projects/go_gateway/dao/service_load_balance.go:39
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000000s||cspanid=||level=sql||source=F:/projects/go_gateway/dao/service_http_rule.go:27||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '56')||affected_row=1||traceid=a9fef1f163fc3ca37f302cccfff2d1b0||spanid=ca02cd52453a5670
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||traceid=a9fef1f163fc3ca34e742cccfcdb6eb0||cspanid=||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '56')||affected_row=0||spanid=ca02cd525665ffc3||level=sql||current_time=2023-02-27 13:16:19
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||proc_time=0.000000s||affected_row=0||traceid=a9fef1f163fc3ca34e742cccb594b5b0||cspanid=||spanid=ca02cd5270c9a02f||level=sql||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22||current_time=2023-02-27 13:16:19||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '56')
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_access_control.go:26||current_time=2023-02-27 13:16:19||affected_row=1||spanid=ca02cd522decdd9a||level=sql||proc_time=0.000958s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '56')||traceid=a9fef1f163fc3ca34e742ccc169d6fb0||cspanid=
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||cspanid=||level=sql||current_time=2023-02-27 13:16:19||affected_row=1||traceid=a9fef1f163fc3ca3ed082ccc995bb0b0||spanid=ca02cd525e2d182a||source=F:/projects/go_gateway/dao/service_load_balance.go:39||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '56')
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||source=F:/projects/go_gateway/dao/app.go:58||sql=SELECT * FROM `gateway_app`  WHERE (is_delete='0') ORDER BY id desc LIMIT 99999 OFFSET 0||cspanid=||current_time=2023-02-27 13:16:19||proc_time=0.000998s||affected_row=2||traceid=a9fef1f163fc3ca322002cccd82fdbb0||spanid=ca02cd527451791d
[INFO][2023-02-27T13:16:19.907][log.go:58] _com_mysql_success||level=sql||proc_time=0.000000s||sql=SELECT count(*) FROM `gateway_app`  WHERE (is_delete='0')||affected_row=0||cspanid=||source=F:/projects/go_gateway/dao/app.go:62||current_time=2023-02-27 13:16:19||traceid=a9fef1f163fc3ca322002cccd82fdbb0||spanid=ca02cd527451791d
[INFO][2023-02-27T13:16:29.472][log.go:58] _com_request_in||spanid=ca02cd5c79d391d6||uri=/admin_login/login||method=POST||body={\"username\":\"admin\",\"password\":\"123456\"}||from=127.0.0.1||cspanid=||args=map[]||traceid=a9fef1f163fc3cad16a80b10de1f8db0
[INFO][2023-02-27T13:16:29.472][log.go:58] _com_mysql_success||traceid=a9fef1f163fc3cad16a80b10de1f8db0||cspanid=||source=F:/projects/go_gateway/dao/admin.go:40||sql=SELECT * FROM `gateway_admin`  WHERE (`gateway_admin`.`user_name` = 'admin')||affected_row=1||spanid=ca02cd5c79d391d6||level=sql||current_time=2023-02-27 13:16:29||proc_time=0.000914s
[INFO][2023-02-27T13:16:29.472][log.go:58] _com_request_out||uri=/admin_login/login||method=POST||from=127.0.0.1||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"token\":\"admin\"},\"trace_id\":\"a9fef1f163fc3cad16a80b10de1f8db0\",\"stack\":null}||spanid=ca02cd5c79d391d6||args=map[]||proc_time=0.0020284||traceid=a9fef1f163fc3cad16a80b10de1f8db0||cspanid=
[INFO][2023-02-27T13:16:29.472][log.go:58] _com_request_in||uri=/admin/admin_info?token=admin||method=GET||args=map[]||from=127.0.0.1||spanid=ca02cd5c2f73fcc9||body=||traceid=a9fef1f163fc3cad27a40b10fb7d84b0||cspanid=
[INFO][2023-02-27T13:16:29.472][log.go:58] _com_request_out||proc_time=0.0010138||traceid=a9fef1f163fc3cad27a40b10fb7d84b0||cspanid=||spanid=ca02cd5c2f73fcc9||uri=/admin/admin_info?token=admin||method=GET||args=map[]||from=127.0.0.1||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"id\":1,\"name\":\"admin\",\"login_time\":\"2023-02-27T13:16:29.4736464+08:00\",\"avatar\":\"https://wpimg.wallstcn.com/f778738c-e4f8-4870-b634-56703b4acafe.gif\",\"introduction\":\"I am a super administrator\",\"roles\":[\"admin\"]},\"trace_id\":\"a9fef1f163fc3cad27a40b10fb7d84b0\",\"stack\":null}
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_request_in||from=127.0.0.1||traceid=a9fef1f163fc3cae72140b10c60301b0||cspanid=||spanid=ca02cd5f701096c3||uri=/dashboard/panel_group_data||body=||method=GET||args=map[]
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_mysql_success||level=sql||sql=SELECT * FROM `gateway_service_info`  WHERE (is_delete=0) ORDER BY id desc LIMIT 1 OFFSET 0||traceid=a9fef1f163fc3cae72140b10c60301b0||cspanid=||source=F:/projects/go_gateway/dao/service_info.go:89||current_time=2023-02-27 13:16:30||proc_time=0.000504s||affected_row=1||spanid=ca02cd5f701096c3
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_mysql_success||traceid=a9fef1f163fc3cae72140b10c60301b0||cspanid=||spanid=ca02cd5f701096c3||source=F:/projects/go_gateway/dao/service_info.go:92||proc_time=0.000505s||affected_row=0||level=sql||current_time=2023-02-27 13:16:30||sql=SELECT count(*) FROM `gateway_service_info`  WHERE (is_delete=0) LIMIT 1 OFFSET 0
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_mysql_success||current_time=2023-02-27 13:16:30||proc_time=0.000715s||traceid=a9fef1f163fc3cae72140b10c60301b0||spanid=ca02cd5f701096c3||cspanid=||level=sql||source=F:/projects/go_gateway/dao/app.go:58||sql=SELECT * FROM `gateway_app`  WHERE (is_delete='0') ORDER BY id desc LIMIT 1 OFFSET 0||affected_row=1
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_mysql_success||affected_row=0||level=sql||current_time=2023-02-27 13:16:30||proc_time=0.000000s||sql=SELECT count(*) FROM `gateway_app`  WHERE (is_delete='0')||spanid=ca02cd5f701096c3||source=F:/projects/go_gateway/dao/app.go:62||traceid=a9fef1f163fc3cae72140b10c60301b0||cspanid=
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_request_out||traceid=a9fef1f163fc3cae72140b10c60301b0||spanid=ca02cd5f701096c3||method=GET||args=map[]||from=127.0.0.1||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"serviceNum\":6,\"appNum\":2,\"currentQps\":0,\"todayRequestNum\":0},\"trace_id\":\"a9fef1f163fc3cae72140b10c60301b0\",\"stack\":null}||proc_time=0.0034175||uri=/dashboard/panel_group_data||cspanid=
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_request_in||body=||traceid=a9fef1f163fc3cae83180b1030bd8db0||spanid=ca02cd5f36c71a32||method=GET||args=map[]||cspanid=||uri=/dashboard/flow_stat||from=127.0.0.1
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_request_in||method=GET||args=map[]||body=||from=127.0.0.1||cspanid=||spanid=ca02cd5f6c81fb3f||uri=/dashboard/service_stat||traceid=a9fef1f163fc3cae83180b105f63f9b0
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_info.go:73||current_time=2023-02-27 13:16:30||proc_time=0.001098s||cspanid=||level=sql||sql=SELECT load_type, count(*) as value FROM `gateway_service_info`  WHERE (is_delete=0) GROUP BY load_type||affected_row=3||traceid=a9fef1f163fc3cae83180b105f63f9b0||spanid=ca02cd5f6c81fb3f
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_request_out||args=map[]||from=127.0.0.1||cspanid=||spanid=ca02cd5f6c81fb3f||uri=/dashboard/service_stat||method=GET||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"legend\":[\"HTTP\",\"TCP\",\"GRPC\"],\"data\":[{\"name\":\"HTTP\",\"load_type\":0,\"value\":4},{\"name\":\"TCP\",\"load_type\":1,\"value\":1},{\"name\":\"GRPC\",\"load_type\":2,\"value\":1}]},\"trace_id\":\"a9fef1f163fc3cae83180b105f63f9b0\",\"stack\":null}||proc_time=0.0016022||traceid=a9fef1f163fc3cae83180b105f63f9b0
[INFO][2023-02-27T13:16:30.052][log.go:58] _com_request_out||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"today\":[0,0,0,0,0,0,0,0,0,0,0,0,0,0],\"yesterday\":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]},\"trace_id\":\"a9fef1f163fc3cae83180b1030bd8db0\",\"stack\":null}||proc_time=0.0160421||cspanid=||spanid=ca02cd5f36c71a32||uri=/dashboard/flow_stat||method=GET||args=map[]||from=127.0.0.1||traceid=a9fef1f163fc3cae83180b1030bd8db0
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_request_in||body=||from=127.0.0.1||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||cspanid=||spanid=ca02cd4720b7819f||uri=/service/service_list?page_no=1&page_size=20&info=&page=1||method=GET||args=map[]
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||level=sql||current_time=2023-02-27 13:16:38||cspanid=||source=F:/projects/go_gateway/dao/service_info.go:89||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_info`  WHERE (is_delete=0) ORDER BY id desc LIMIT 20 OFFSET 0||affected_row=6||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||spanid=ca02cd4720b7819f
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||current_time=2023-02-27 13:16:38||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||cspanid=||level=sql||source=F:/projects/go_gateway/dao/service_info.go:92||affected_row=0||spanid=ca02cd4720b7819f||proc_time=0.000073s||sql=SELECT count(*) FROM `gateway_service_info`  WHERE (is_delete=0) LIMIT 20 OFFSET 0
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||level=sql||current_time=2023-02-27 13:16:38||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||spanid=ca02cd4720b7819f||source=F:/projects/go_gateway/dao/service_http_rule.go:27||proc_time=0.000571s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '61')||affected_row=1||cspanid=
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||proc_time=0.000665s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '61')||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||spanid=ca02cd4720b7819f||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21||current_time=2023-02-27 13:16:38||affected_row=0||cspanid=||level=sql
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||affected_row=0||cspanid=||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||spanid=ca02cd4720b7819f||level=sql||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22||current_time=2023-02-27 13:16:38||proc_time=0.000511s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '61')
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||proc_time=0.000631s||affected_row=1||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||cspanid=||level=sql||source=F:/projects/go_gateway/dao/service_access_control.go:26||current_time=2023-02-27 13:16:38||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '61')||spanid=ca02cd4720b7819f
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||level=sql||source=F:/projects/go_gateway/dao/service_load_balance.go:39||current_time=2023-02-27 13:16:38||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '61')||cspanid=||proc_time=0.000593s||affected_row=1||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||spanid=ca02cd4720b7819f
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_http_rule.go:27||current_time=2023-02-27 13:16:38||proc_time=0.000522s||cspanid=||spanid=ca02cd4720b7819f||level=sql||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '60')||affected_row=1||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||source=F:/projects/go_gateway/dao/service_tcp_rule.go:21||proc_time=0.000630s||affected_row=0||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||level=sql||current_time=2023-02-27 13:16:38||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '60')||cspanid=||spanid=ca02cd4720b7819f
[INFO][2023-02-27T13:16:38.490][log.go:58] _com_mysql_success||traceid=a9fef1f163fc3cb6a9940b10a0a8cab0||spanid=ca02cd4720b7819f||current_time=2023-02-27 13:16:38||proc_time=0.000000s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '60')||affected_row=0||cspanid=||level=sql||source=F:/projects/go_gateway/dao/service_grpc_rule.go:22
